_id,userId,activity[0].id,activity[1].id,activity[2].id,activity[3].id,activity[4].id,activity[5].id,activity[6].id,activity[7].id,activity[8].id,activity[9].id,activity[10].id,activity[0].icon,activity[1].icon,activity[2].icon,activity[3].icon,activity[4].icon,activity[5].icon,activity[6].icon,activity[7].icon,activity[8].icon,activity[9].icon,activity[10].icon,activity[0].text,activity[1].text,activity[2].text,activity[3].text,activity[4].text,activity[5].text,activity[6].text,activity[7].text,activity[8].text,activity[9].text,activity[10].text,activity[0].when,activity[1].when,activity[2].when,activity[3].when,activity[4].when,activity[5].when,activity[6].when,activity[7].when,activity[8].when,activity[9].when,activity[10].when,createdAt,results[0].type,results[1].type,results[0].quizId,results[1].quizId,results[0].quizTitle,results[1].quizTitle,results[0].subject,results[1].subject,results[0].total,results[1].total,results[0].correct,results[1].correct,results[0].accuracy,results[1].accuracy,results[0].takenAt,results[1].takenAt,updatedAt,enrolledCourses[0].courseId,enrolledCourses[1].courseId,enrolledCourses[2].courseId,enrolledCourses[3].courseId,enrolledCourses[4].courseId,enrolledCourses[5].courseId,enrolledCourses[6].courseId,enrolledCourses[0].title,enrolledCourses[1].title,enrolledCourses[2].title,enrolledCourses[3].title,enrolledCourses[4].title,enrolledCourses[5].title,enrolledCourses[6].title,enrolledCourses[0].category,enrolledCourses[1].category,enrolledCourses[2].category,enrolledCourses[3].category,enrolledCourses[4].category,enrolledCourses[5].category,enrolledCourses[6].category,enrolledCourses[0].level,enrolledCourses[1].level,enrolledCourses[2].level,enrolledCourses[3].level,enrolledCourses[4].level,enrolledCourses[5].level,enrolledCourses[6].level,enrolledCourses[0].thumbnail,enrolledCourses[1].thumbnail,enrolledCourses[2].thumbnail,enrolledCourses[3].thumbnail,enrolledCourses[4].thumbnail,enrolledCourses[5].thumbnail,enrolledCourses[6].thumbnail,enrolledCourses[0].enrolledAt,enrolledCourses[1].enrolledAt,enrolledCourses[2].enrolledAt,enrolledCourses[3].enrolledAt,enrolledCourses[4].enrolledAt,enrolledCourses[5].enrolledAt,enrolledCourses[6].enrolledAt
6912303237fa411ceaba2698,691226d0f6871ff422a80117,q_69113afe53ab70e896bf9000_1762799666970,enroll_69121c9a360b2d0afcef4b7a_1762801198546,q_69113afe53ab70e896bf8000_1762801292720,enroll_6910a00f68b54865e8eacf6a_1762802175680,join_69107fafcca73b7790d06c48_1762802804345,join_691081332cdcfe6211b15643_1762802811251,mentor_69114cbecd4878d9c0efe0cc_1762803772799,join_691081332cdcfe6211b15641_1762803841658,join_691081332cdcfe6211b15644_1762803848097,mentor_69114cbecd4878d9c0efe101_1762804758032,enroll_6910a00f68b54865e8eacf6a_1762832830432,quiz,video,quiz,video,class,class,class,class,class,class,video,"Quiz ""Science"" scored 0/10 (0%)","Enrolled into course ""Social""","Quiz ""Maths"" scored 0/10 (0%)","Enrolled into course ""Social""","Joined class ""Introduction to Physics""","Joined class ""The Indian National Movement""","Booked mentor session with ""Vinayak Sutrave"" on 2025-11-01 at 17:00","Joined class ""Quadratic Equations Practice""","Joined class ""Chemical Reactions & Equations""","Booked mentor session with ""Dr. Suma Patel"" on 2025-11-14 at 17:00","Enrolled into course ""Social""",2025-11-10T18:34:26.970Z,2025-11-10T18:59:58.546Z,2025-11-10T19:01:32.720Z,2025-11-10T19:16:15.680Z,2025-11-10T19:26:44.345Z,2025-11-10T19:26:51.251Z,2025-11-10T19:42:52.799Z,2025-11-10T19:44:01.658Z,2025-11-10T19:44:08.097Z,2025-11-10T19:59:18.032Z,2025-11-11T03:47:10.432Z,2025-11-10T18:34:26.970Z,quiz,quiz,69113afe53ab70e896bf9000,69113afe53ab70e896bf8000,Science,Maths,General,General,10,10,0,0,0,0,2025-11-10T18:34:26.897Z,2025-11-10T19:01:32.702Z,2025-11-11T03:47:10.432Z,69121c9a360b2d0afcef4b7a,6910a00f68b54865e8eacf6a,6910a00f68b54865e8eacf6a,,,,,Social,Social,Social,,,,,Industrial developments,Political science,Political science,,,,,Begineer,Advanced,Advanced,,,,,https://images.unsplash.com/photo-1509395176047-4a66953fd231?auto=format&fit=crop&w=1200&q=80,https://images.unsplash.com/photo-1495446815901-a7297e633e8d?auto=format&fit=crop&w=1200&q=80,https://images.unsplash.com/photo-1495446815901-a7297e633e8d?auto=format&fit=crop&w=1200&q=80,,,,,2025-11-10T18:59:58.546Z,2025-11-10T19:16:15.680Z,2025-11-11T03:47:10.432Z,,,,
6912b70e37fa411ceaba2699,690f41aee32c0eedda0ce33a,mentor_69114cbecd4878d9c0efe0cc_1762834190362,enroll_69121c9a360b2d0afcef4b7a_1762841101442,q_69113afe53ab70e896bf8000_1762842057315,mentor_69114cbecd4878d9c0efe102_1762842110552,enroll_69121c9a360b2d0afcef4b7a_1762922808314,join_691081332cdcfe6211b1563c_1764078438770,enroll_6925c723f4b6561036901d15_1764091762620,enroll_6925c723f4b6561036901d15_1764132626650,enroll_6925c710f4b6561036901d13_1764132672308,enroll_6925c723f4b6561036901d15_1764132677118,enroll_6925c723f4b6561036901d15_1764132688339,class,video,quiz,class,video,class,video,video,video,video,video,"Booked mentor session with ""Vinayak Sutrave"" on 2025-11-12 at 17:00","Enrolled into course ""Social""","Quiz ""Maths"" scored 0/10 (0%)","Booked mentor session with ""Ravi Mishra"" on 2025-11-13 at 17:00","Enrolled into course ""Social""","Joined class ""Math Revision""","Enrolled into course ""Social""","Enrolled into course ""Social""","Enrolled into course ""Maths""","Enrolled into course ""Social""","Enrolled into course ""Social""",2025-11-11T04:09:50.362Z,2025-11-11T06:05:01.442Z,2025-11-11T06:20:57.315Z,2025-11-11T06:21:50.552Z,2025-11-12T04:46:48.314Z,2025-11-25T13:47:18.770Z,2025-11-25T17:29:22.620Z,2025-11-26T04:50:26.650Z,2025-11-26T04:51:12.308Z,2025-11-26T04:51:17.118Z,2025-11-26T04:51:28.339Z,2025-11-11T04:09:50.362Z,quiz,,69113afe53ab70e896bf8000,,Maths,,General,,10,,0,,0,,2025-11-11T06:20:57.283Z,,2025-11-26T04:51:28.339Z,69121c9a360b2d0afcef4b7a,69121c9a360b2d0afcef4b7a,6925c723f4b6561036901d15,6925c723f4b6561036901d15,6925c710f4b6561036901d13,6925c723f4b6561036901d15,6925c723f4b6561036901d15,Social,Social,Social,Social,Maths,Social,Social,Industrial developments,Industrial developments,Industrial developments,Industrial developments,Polynomials,Industrial developments,Industrial developments,Begineer,Begineer,Begineer,Begineer,Beginner,Begineer,Begineer,https://images.unsplash.com/photo-1509395176047-4a66953fd231?auto=format&fit=crop&w=1200&q=80,https://images.unsplash.com/photo-1509395176047-4a66953fd231?auto=format&fit=crop&w=1200&q=80,/images/A411.webp,/images/A411.webp,/images/banner2-2.jpg,/images/A411.webp,/images/A411.webp,2025-11-11T06:05:01.442Z,2025-11-12T04:46:48.314Z,2025-11-25T17:29:22.620Z,2025-11-26T04:50:26.650Z,2025-11-26T04:51:12.308Z,2025-11-26T04:51:17.118Z,2025-11-26T04:51:28.339Z
